Wandb run started
Optimizers Created
Dataloader reset
Beginning Training
====================================================================================================
Model Parameters: 32.1M
{'d_model': 256, 'n_heads': 8, 'n_layers': 8, 'vocab_size': 50304, 'seq_len': 128, 'r': 4, 'p': 2, 'max_steps': 1000000, 'batch_size': 32, 'adam_lr': 0.0003, 'muon_lr': 3e-06}
====================================================================================================
out_proj.weight tensor(0.2796, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.7744, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(3.9689, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.9296, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.2998, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(212.3377, device='cuda:0')
decoder_stack.1.attn.wq.weight tensor(15.7360, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.6469, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.8298, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(7.1322, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(92.7352, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(33.9390, device='cuda:0')
decoder_stack.3.attn.wq.weight tensor(4.3829, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(301.6880, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(7.5732, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(9.5216, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.5088, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(28.7807, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(14.8031, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.4375, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(1.6465, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.4082, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2069.5442, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(705.8532, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.2716, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.4640, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(3.3967, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(60.2354, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(17.7912, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.4938, device='cuda:0')
step 240 | loss 8.5700 | norm 16.1115 | time 1067.2991ms
decoder_stack.0.attn.wk.weight tensor(2.5873, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(15.6278, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(241.8012, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(3.4405, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.5763, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(9.5923, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1757.7982, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(46.6672, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.1026, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(26.6360, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(63.1132, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(25.5311, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(18.1811, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(4.7584, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(6.4744, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(2.1152, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.1891, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.0659, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(17.0191, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(2.2847, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.5161, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(12.4400, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.7463, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.5181, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(177.8627, device='cuda:0')
decoder_stack.1.attn.wq.weight tensor(297.8265, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(3.3037, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(304.4935, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.4265, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.4398, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(4.2094, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.4006, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(42.6413, device='cuda:0')
decoder_stack.1.attn.wq.weight tensor(46.1107, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.3859, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(2.1829, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(12.8267, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(1186.6560, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.5436, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(18.8729, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(4.4149, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(6.4697, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(8.7580, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.8718, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(55.8034, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.0718, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(12.0677, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(3.1155, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(12.5714, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(13.4949, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.3098, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.4668, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.6987, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.7873, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(31.8854, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.6109, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(2.1578, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(7.5324, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.9084, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.2169, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.3036, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(99.5153, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(9.9129, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(4.7758, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(295.6992, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(9.4742, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(19.3399, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(33.7652, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.4140, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.9195, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.3382, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(4.9865, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(74.8964, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(30.9689, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.4598, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(8.7599, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(7.8876, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.0686, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(5.2662, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(1.0525, device='cuda:0')
step 250 | loss 8.6414 | norm 2.7962 | time 1131.9869ms
decoder_stack.0.attn.wk.weight tensor(13.6705, device='cuda:0')
decoder_stack.6.attn.wq.weight tensor(23.4275, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(2.5017, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1031.4131, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(16.6694, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.3597, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.8943, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(7.8745, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.4524, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(26.1108, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(14.3285, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(5.4754, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(52.9678, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(36.4029, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(44.2921, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(7.2247, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.9152, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(3.5356, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.2269, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(8.3857, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.8611, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(12.9193, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(4.8388, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6459.5225, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(21.8108, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(18.8001, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(91.6131, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(4.8486, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.8386, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(31.5464, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.7196, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.3942, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(6.6471, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(67.4043, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(51.4010, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(4.3314, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.4990, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(31.8311, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(6.8586, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.5324, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(58.0899, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(50.5250, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.7128, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(5.6855, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.4415, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.1041, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.4441, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.2147, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(55.3484, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(14.3492, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.9005, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(20.6685, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.7282, device='cuda:0')
decoder_stack.1.attn.wq.weight tensor(477.8672, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.6416, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(175.4415, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.5249, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(3.5723, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(13.5803, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(36.3704, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(115.8721, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.2199, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(33.3985, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.7664, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(4.0873, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(22.5439, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(30.2720, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(29.2750, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(20.3391, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.0412, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.7497, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.0844, device='cuda:0')
decoder_stack.1.attn.wq.weight tensor(69.1439, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(39.9425, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(112.2169, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(49.8868, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(25.0289, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(21.4045, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(155.7220, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.8739, device='cuda:0')
step 260 | loss 8.5771 | norm 13.1731 | time 1125.8609ms
decoder_stack.0.attn.wk.weight tensor(1.7727, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(17.5886, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.7923, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(4.7408, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(9.8094, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.4840, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(178.1703, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.1844, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.3161, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.1065, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(32.3148, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(44.8073, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(45.4039, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(94.0260, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(9.4677, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(3.4627, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(0.8765, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(38.2582, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.7138, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(49.3226, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.0743, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.3446, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.4853, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.1266, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(65.8262, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.8724, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(128.9085, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.9115, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.3853, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(18.6515, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.7545, device='cuda:0')
decoder_stack.1.attn.wq.weight tensor(20.3486, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(14.7999, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(72.4396, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.8686, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(54.4895, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.0599, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.8748, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(6.5181, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.6227, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(150.5307, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(15.1818, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(23.4557, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(8.7301, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(48.9580, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(35.1628, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(152.1161, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(33.5478, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(6.5809, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(154.0036, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.7534, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.6850, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(9.6654, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.0498, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(15.3467, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(5.7167, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.7401, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.5589, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(9.2097, device='cuda:0')
decoder_stack.1.attn.wq.weight tensor(7.2395, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.5732, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(213.1108, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(4.2352, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.8660, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.7878, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(1.5201, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(2.4332, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(22.0387, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(69.7357, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(10.6118, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(33.0388, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.3003, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(62.7356, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(26.1828, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.2587, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(25.0117, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.3640, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(6.8700, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(1.5382, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(36.9468, device='cuda:0')
step 270 | loss 8.6502 | norm 45.3399 | time 1144.5477ms
decoder_stack.0.attn.wq.weight tensor(12.2012, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.2198, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(102.4818, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.3046, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(9.3965, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.3684, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(39.8290, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(263.0270, device='cuda:0')
decoder_stack.1.attn.wq.weight tensor(2.1979, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(39.7771, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(5.7950, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.6604, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.3503, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(24.2432, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(55.7396, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.0792, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.0039, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(29.6841, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(13.1470, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(78.8888, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(34.5620, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.3217, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(42.0253, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(30.3940, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(38.5469, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(4.8933, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(43.3551, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.8144, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.3793, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.7800, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.8399, device='cuda:0')
decoder_stack.4.attn.wq.weight tensor(92.9324, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(1.4067, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.0705, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.0760, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(2.6391, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(1.9408, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.4805, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.6394, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(28.3964, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.1239, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(5.2000, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.3590, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(43.5609, device='cuda:0')
decoder_stack.3.attn.wk.weight tensor(12.6486, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.8393, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(22.9241, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.1744, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(25.0031, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.6358, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.7022, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.9455, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(2.6112, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.4295, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(27.2255, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(22.7552, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(14.0506, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.9522, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(6.4187, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.5322, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(6.7669, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(3.4209, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.7889, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(30.1040, device='cuda:0')
decoder_stack.1.attn.wq.weight tensor(6.9155, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(10.8622, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.3456, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(14.3544, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(125.0114, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(259.7279, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.0735, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(113.9139, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.5140, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(5.3718, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(17.4331, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(1.5748, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.9381, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(18.9502, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.8041, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(14.9930, device='cuda:0')
step 280 | loss 8.7132 | norm 30.4140 | time 1060.5648ms
decoder_stack.0.attn.wq.weight tensor(148.3326, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(86.1247, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(3.1843, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.9292, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(5.7717, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(20.3757, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.3079, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(14.3611, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.0394, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.6704, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.2206, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.2379, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.9660, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.4787, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(3.1186, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(1.3661, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(2.8298, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(26.5094, device='cuda:0')
decoder_stack.0.attn.wv.weight tensor(30.2611, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.3554, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.7506, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.4051, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(15.0610, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.1893, device='cuda:0')
decoder_stack.2.attn.wk.weight tensor(48.0994, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(5.7977, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.4411, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(135.4238, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.3755, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(7.1378, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.7950, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(26.5711, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.4032, device='cuda:0')
decoder_stack.0.attn.wo.weight tensor(7.7643, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.3097, device='cuda:0')
decoder_stack.4.attn.wq.weight tensor(6.3652, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(5.4326, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(3.4591, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(63.0532, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(7.1825, device='cuda:0')
