Wandb run started
Optimizers Created
Dataloader reset
Beginning Training
====================================================================================================
Model Parameters: 32.1M
{'d_model': 256, 'n_heads': 8, 'n_layers': 8, 'vocab_size': 50304, 'seq_len': 128, 'r': 4, 'p': 2, 'max_steps': 1000000, 'batch_size': 32, 'adam_lr': 0.0003, 'muon_lr': 3e-06}
====================================================================================================
out_proj.weight tensor(0.6374, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(10.1897, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(4.4639, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(14.8109, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(20.5354, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(28.4711, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.2597, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.8679, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(19.7130, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(12.2878, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(100.7581, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.1975, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(4.5999, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(22.4909, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(29.9710, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.9474, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(18.9957, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.4147, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(34.1465, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.0781, device='cuda:0')
step 50 | loss 10.0251 | norm 14.4115 | time 1130.8560ms
decoder_stack.0.attn.wq.weight tensor(20.5536, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.8823, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(3.1771, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(23.3122, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.5967, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(148.1198, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(9.2510, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.7802, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(43.5520, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.5556, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.9933, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(16.4202, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.9365, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.7606, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(2.4937, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(73.9081, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(28.7752, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(124.4041, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(3.1070, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(22.8046, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.7492, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(5.1451, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(70.9446, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.1853, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(51.3686, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(2.5711, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.0265, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.6244, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(5.6225, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.5965, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(6.7568, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(55.8000, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(657.7469, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(2.7885, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.3716, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.6733, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.8088, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(38.0735, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(30.2644, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(8.5878, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.9051, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.7561, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(200.9418, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(285.7899, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(3.3077, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(16.8409, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(6.3633, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(22.3129, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.6950, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(9.9433, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.0145, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(51.3023, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.2932, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(101.2229, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(22.1141, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(67.8029, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(6.1486, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(32.8688, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(6.5185, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.3618, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(3.0700, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(44.1093, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.2336, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(22.4910, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.4710, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(66.1513, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(40.7190, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(29.8827, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(32.8964, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(4.2188, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(21.4126, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(16.3220, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(10.8565, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.1813, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(8.0883, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(27.9088, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.7643, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(603.9967, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(10.9341, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(26.6541, device='cuda:0')
step 60 | loss 9.9242 | norm 43.9855 | time 1130.2671ms
decoder_stack.0.attn.wk.weight tensor(48.5329, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(21.6475, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(12.7229, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(15.9369, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(35.9229, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(29.8776, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(2.7380, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(68.4816, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(117.2005, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(20.5496, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(37.1390, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(16.6718, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.0332, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.4829, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(44.7380, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(19.4385, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(94.7447, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(23.2000, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(65.3693, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.3891, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.5620, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(41.3957, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(4.4780, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(76.0382, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(282.4929, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.9470, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.8982, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.5312, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(5.8008, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(8.4630, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(94.4809, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(21.5223, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(14.2342, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(16.4831, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(17.4134, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(12.1534, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.9846, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.9276, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.1116, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.4247, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(156.5473, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.7987, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.9722, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(10.8561, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(43.0651, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(52.1198, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(38.8889, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(8.1614, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(4.0759, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(24.3937, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(9.2438, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(5.4848, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.4238, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(29.0860, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.3988, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.6748, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(43.9335, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.3939, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(31.8618, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.0284, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(39.0984, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(94.8594, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.4599, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(59.2266, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(8.5221, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.7403, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.1043, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.2781, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.9493, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(5.1184, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.5462, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.3006, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(46.4976, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.9878, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(6.6409, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(19.5780, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.1433, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(11.6152, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(24.1600, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.1902, device='cuda:0')
step 70 | loss 9.6872 | norm 13.6952 | time 1125.4978ms
decoder_stack.0.attn.wq.weight tensor(29.1986, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(70.8568, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.2246, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.2320, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(1060.7423, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(10.0176, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(5.5733, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(94.5463, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(3.2340, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.8689, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(40.9717, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(18.9259, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(98375.7266, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(25.5798, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(3.0419, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(14.4211, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(22.6817, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(10.8673, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.3828, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(66.6873, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(38.2365, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.1920, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(93.4632, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(100.0503, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(1.7988, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.5383, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(4.1340, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.9733, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(137.1786, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(10.1475, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.5554, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(129.1626, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4288.9688, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(5.2165, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(10.9009, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.7165, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(8.2309, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.8668, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(4.0620, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.7465, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(18.5082, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(78.3111, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(19.8454, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.7925, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(18.6381, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(19.0155, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1375.0492, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(104.6899, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.8868, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(16.5148, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(57.6340, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(24.7448, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(6.2689, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(45.6958, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(13.8981, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.9332, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(172.0248, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(34.5698, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.1487, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.2473, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(114.6010, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(385.3907, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.2349, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(58.0185, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(9.1923, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.6029, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(997.2508, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.9771, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(17.5205, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(184.6118, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.2171, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.3366, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(41.3611, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(62.7470, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(5.5206, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(24.6005, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(13.5524, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.6845, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(106.4063, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.4121, device='cuda:0')
step 80 | loss 9.5309 | norm 5.1371 | time 1188.2989ms
decoder_stack.0.attn.wq.weight tensor(40.5252, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(10.5095, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(10.4108, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(14.9023, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(23.1875, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(6.3893, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(50.6563, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(118.4514, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.7236, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(3.0081, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(24.1151, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(3.0126, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(9.3271, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.3079, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(4.2992, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(8.8810, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(114.1283, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(108.6278, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.7874, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(48.2541, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(26.9490, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(112.6598, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(32.3531, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(57.6662, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(3.6107, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(25.0172, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.2131, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(26.6364, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.3281, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(5.4988, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(3.9532, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(28.6503, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(27.9305, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.9055, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1.7434, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(9.4265, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(7.2261, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(9.1149, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(53.1706, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(15.6924, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(45.2327, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(18.6325, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(25.2421, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(44.4978, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.8875, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(39.2135, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(344.6586, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(8.2944, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(9.8716, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(293.6741, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(14.9181, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(578.8671, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.2443, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(649.5641, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(70.9620, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(15.0273, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(24.3750, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(503.7266, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(35.3676, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(49.2166, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.4039, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(2.6081, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(10.8989, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(7.9094, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(262.0951, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(31.9788, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(155.4729, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(320.0611, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(35.0184, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(41.3320, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(38.3898, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(9.2232, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(55.4164, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(13.2925, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(153.3007, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(19.6179, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(27.5416, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(76.5258, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(12.6118, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(98.4156, device='cuda:0')
step 90 | loss 9.4722 | norm 126.7102 | time 1120.9104ms
decoder_stack.0.attn.wq.weight tensor(165.8814, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(6.4094, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(33.8856, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.5379, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(25.0159, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(4.6430, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(6.8188, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(45.8148, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(222.0466, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(63.5903, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(191.6227, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.9343, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(75.6704, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(87.0784, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(24.0508, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(35.9875, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(11.7152, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(6.0224, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(16.9145, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(4.3426, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(43.2923, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(35.2379, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(57.4361, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.9114, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(27.6052, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(33.7111, device='cuda:0')
decoder_stack.0.attn.wk.weight tensor(23.0196, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(912.3708, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(37.7467, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(27.4948, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(44.5405, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(22.9186, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(12.1435, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(22.4016, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(19.2263, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(21.3934, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(20.6054, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(2.3648, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(725.9743, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(31.8293, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(15.1965, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(18.5315, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(16.1726, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(20.5022, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(1245.6881, device='cuda:0')
decoder_stack.0.mlp.l2.weight tensor(63.4870, device='cuda:0')
decoder_stack.0.attn.wq.weight tensor(32.0487, device='cuda:0')
